host_id,h_gen,h_age,h_etn,host_since_year
d78f040ba0dc75e311e81362f8ce2787,Female,30-39,White,2015
1170f3b96274b222c47a47ee4db86968,Female,30-39,Others,2015
5b38c8bc454dab2214b917a3629abd7f,Female,18-29,Others,2015
a8bc34226cbfbb970fa8f9a50fcc0331,Female,18-29,White,2015
1936f00d03403a93ee7c0f21ccf17d01,Male,18-29,White,2015
593cbbae77f2defea19102b1adb2dc31,Male,30-39,White,2015
4d73f3db22d201ded16976890996a874,Female,30-39,White,2014
7d6f92241fc7df184621df3582394619,Female,30-39,Others,2015
c0b2dcfef9aaa59cfa980eb8c7db10eb,Male,30-39,White,2013
2a49833c73b251ed0b3523be11ba9da3,Female,40+,White,2010
6a88cf9a504ea0343c66520b3376abd1,Male,40+,Others,2014
185a1873c517d8bb44410b76684db232,Female,40+,White,2014
6e1c5e2bdb88b768673785eb8685cfb9,Female,40+,White,2014
9390b23ba03eb39a8ac2d42c6240136c,Male,40+,White,2013
155ecac648db41fe849b284dc1604b6c,Female,18-29,White,2014
f86b01aefba898d10b7c3d3da9cf3216,Female,18-29,White,2014
e240eb0e025144e2f10287b1d22a83d6,Male,18-29,White,2014
f72e0b5f2838625c4bc4afc88944063c,Female,18-29,White,2015
084e2ecd9e73fc45f4cec8670d8dec2a,Female,40+,White,2012
781d8518144be0721009309005b9556e,Female,30-39,Others,2013
3bbae7967f4150254f8087f6e38d05ae,Female,18-29,Others,2013
8da19f8c4eee81a38a0f7de24ebdfde1,Male,18-29,White,2014
37725c3348a633601912aa2d21cba09c,Female,30-39,White,2014
6527a2424b88e1307934ff7ce3dac426,Female,18-29,Black,2015
77880e66350d135f2a8be8661e7920c5,Female,30-39,White,2015
72ff736e79632ec4d7d4995c3b401782,Female,30-39,White,2014
c11d9a77e5d7148a234edc9822e5ffa7,Female,30-39,Others,2015
62522536d137a3a42f1ddab0e78f74c3,Female,18-29,White,2012
d87fcbbd4a37805a12a5282eaa15cc40,Female,30-39,White,2014
b661aa56f511a4d23b1d28234a99e465,Male,40+,White,2012
a61d984f1a0ec53d10d1a2f4db31bacb,Female,18-29,Others,2014
7994f9d423c4f8305b8de533fcd78019,Male,30-39,White,2015
c6c657e4444ac7d96315be3bccfc58d5,Male,30-39,Others,2012
e43e17e72d6906c487a068b91092f6c1,Female,30-39,Others,2015
151ea8a90afd46cf8eb8038a46aa49c6,Male,30-39,Others,2014
64ef40d26ca3fa4fe196de3624f7f633,Female,30-39,Others,2013
54f1a207da10586d3e6646483a9a4bcc,Male,30-39,Others,2014
14ae4e71fa91a0a8da2557050d079b8f,Female,18-29,White,2014
64150456fe0957f39e98812ba9bb300d,Female,40+,Others,2011
883a1e5dfec2c3f4d99fa20a5f6875d9,Female,40+,Others,2011
af50d21761922f2c4614132480f585fc,Male,30-39,White,2015
231903bc4e640bf365917d4004c0f669,Male,30-39,White,2015
7cdc5c7b1c79bd8302877fb25da8b558,Female,18-29,White,2015
fe45cf5d864807ed1b86b2de3748fba7,Male,30-39,White,2015
2ce140eeae1a88cd731a321b54e3b517,Male,40+,White,2014
5b25d12a5011ce70ea4967807c7ccfa0,Female,40+,White,2015
541f7f4e2aaef3e17c16f7588a215845,Female,40+,Others,2015
5cc160a2db579e74d68f10c2cfdb8703,Female,30-39,White,2012
17072dfef96ee3379d57e6418aec358f,Female,30-39,White,2015
a4fc715166ef37588b50914ebc811cd9,Female,40+,Others,2015
e9b32c348c35383fed8a34144d123e6e,Male,30-39,White,2011
ead87e6e8ab9cb5757b5a7be77f73157,Male,40+,White,2012
e30999ee9391bc63b0b0d2fe5463c238,Male,40+,White,2013
a3144a4729e5a0dc754889620745bf2d,Female,30-39,White,2011
77f53732d366425fc2e14a8e1108d925,Female,30-39,White,2015
dcbe35b45827f7ee91be448037ba154e,Male,30-39,Others,2014
9dfad392545a006261301710440838ff,Male,40+,White,2013
9718dbacbff65339152e781556c0ed15,Female,30-39,White,2015
8cc5b45d715a686b8c57f2568c640baf,Female,30-39,Others,2015
dde05f4e2d1c201ac512726dc1d2ecd4,Male,18-29,White,2015
46a1d4a6f28f105b3db863e29e21152a,Female,30-39,White,2012
9a9322c45bd0179133c158d7a4a2f4c3,Male,18-29,White,2015
fb78ca50acc64432984712a27338a786,Male,30-39,Others,2013
d137a23c4d55e7f4f738a0fc91b39279,Male,30-39,Others,2014
454eddccadbdf9aaea9ae12254f5aeb7,Female,40+,White,2012
d8aa2123b508fe58625379db86d4d048,Female,40+,White,2012
903cbd5bcef5555dab84f11601aeb34c,Female,30-39,Others,2014
23972a346a2cb8885605ef2426724e05,Male,30-39,White,2014
e55add991dde38446005d995ef68a358,Male,30-39,White,2015
322adac03b8510ebac61361b6538b183,Female,30-39,Others,2015
e4db4f3cf2e31ce6cfb446f2c4008542,Male,30-39,Others,2015
a9cadb1dc4c0c344609940ac757884a3,Female,30-39,White,2013
b665e03a45a5e234893d1df5d618d445,Female,40+,White,2015
271e74655cbaa8fe7f36498642e08ee0,Male,30-39,Others,2014
ccb974894abfc436520167ba78b22313,Female,30-39,White,2014
5b6fe70bd7486ef218dacec98572b2ee,Male,40+,Black,2014
58a0a57d18b42d88c2558bf18258697e,Male,40+,Others,2014
3770e0de9b569778be7d4aadaaebe470,Female,18-29,Black,2015
9c8ab0506988d8c969e0e53788143ffa,Female,18-29,Black,2015
702f8568674f4b1118769c04c996657e,Male,30-39,White,2009
387390f55da155fa2886e890142f5abc,Male,30-39,Black,2010
42af49a9b45645830be603a9aa30cec1,Male,30-39,Others,2015
b642ebe24e08a6dc4637f4cc1a4546cc,Female,40+,White,2015
772b1b3aef59b46380fc8c714e9038a4,Female,40+,White,2014
ffb38288d1d38def997d063cd85de7e7,Female,40+,Asian,2012
445020509649528108c8d8cb270076e5,Female,40+,White,2015
99d1460864e86c6346e65d9e9c368e0a,Female,30-39,Others,2014
856aca03fd25ef0fc3c0c7c0fcf1fac3,Female,30-39,White,2012
5e7b64627b0a0e7ba277500d8f3389f5,Male,30-39,White,2014
6f3fc86af920d9303749b14ef504cc11,Male,30-39,White,2013
7de0d874f926edad8edbb4c10ee5c374,Female,30-39,Others,2015
dd3dd3434c9c50b8a804198e47b4e2ec,Female,18-29,White,2015
c5db984bc19a5457f442b2b78ff1f550,Male,18-29,White,2011
e8a4f95b2b6756b72ec0a1a74499f066,Female,18-29,White,2015
cccc1d12092641844b3ce2cff275b346,Male,40+,White,2015
ade2549d845d0cccb666e954508f2ccf,Female,30-39,White,2013
36667f506a84cce45e0d3d2aa68721e7,Male,30-39,White,2013
badc8202359042d4ea74872a171375d3,Female,30-39,White,2015
5ee35cd28d9b9bd47aed7bd7e1130f7b,Male,18-29,Black,2015
d39dd30fef2ccf455339bda5301ba83f,Male,40+,White,2014
c842d7d92f718fe018e67da3879dbde8,Female,18-29,White,2014
bb927c072f8bab51a50953a42cf54d06,Male,40+,White,2013
f0ee3f691ce36abe5933ff9655e8657c,Male,30-39,White,2015
74c98be25aa574f38bc23088ece134e3,Female,30-39,White,2014
b86dd74f9b7b71c04ab6e960578ac8c7,Female,40+,Black,2015
decec08043eaed54568a44635c307748,Female,18-29,Asian,2013
b0c58b41130e759205688481b149809f,Male,30-39,Others,2013
cfebd2842a47c2a5614305254396b7d7,Female,30-39,White,2015
f48a90f134f2a86b2849114ba8f62c01,Female,30-39,White,2014
4a95538034688ff6580a45d4cad69f5d,Male,30-39,Asian,2013
c1739f5180faac236e9d88644559446b,Male,30-39,White,2015
8bed1a7214bdccefdaa054f5f36a02e4,Male,30-39,Others,2015
79329f55b514e03e8ebdfe210e8ea85c,Female,30-39,White,2013
69c67391af0348b307b7119e454229ff,Male,30-39,White,2014
5864222617fd70016071b753c57fe822,Female,30-39,Others,2014
8e582a2177969831eff2140656433cc3,Male,30-39,White,2012
54795f3c62dccff0d962f21f5e55f134,Female,30-39,White,2014
4049ea026de237e7c9a2d333d5be53db,Female,30-39,Others,2015
5bdb5ef8dc534b157a857f631284b847,Male,30-39,White,2013
93aa8d1af51bc8c830aa083196255fa2,Male,40+,Others,2015
57c0167eae37cd1ffd755a85b769e324,Male,40+,White,2011
ffda6ee7b2c07aebbb2f16f211506f02,Female,30-39,Others,2012
3de0ba826612deefed8fefabe2da65c4,Male,40+,White,2015
17e7138b77aa33a53ccf2377df94629d,Female,30-39,White,2015
a2219765ed87ac505ed6a41fd22db396,Male,40+,White,2015
ba49276a414b85d5c7440274a79f4402,Female,18-29,White,2015
2ec5b3e0b61f7646c869400503b57816,Female,30-39,Others,2013
c829c248662a3c951c896c68d4616dda,Female,30-39,White,2015
f3f18514aa10b0185c1de8c480471f5a,Female,30-39,White,2013
0d7641e1d350bf8d0414aabe52d5416f,Female,18-29,Asian,2015
0d9568dc9a514d3c710ad61a01cc1bad,Female,30-39,White,2013
f29e3e95acb4d13835059337f6a02303,Male,18-29,White,2015
84642964fb0010e0213f1c906d7235b2,Male,40+,White,2015
eb8fd2471b7b56b55851a24d8d9b08ca,Male,18-29,White,2015
038860d5de64eda58130e3f85ea452af,Female,40+,White,2012
b1c9fc6ffd5f2a8eb94116fb9e0d905a,Female,30-39,White,2015
3bbec35f5516edd8984da50618ef548f,Female,40+,White,2015
2c11fe7d0773e38b00407246764ea305,Female,40+,White,2015
5a9f7fa8fd2c8271cefbf9ecfe98d8cd,Female,40+,White,2011
af0a631b384f94f46b1f37ebb83b35b7,Male,40+,Asian,2011
38a3a7f324ce35c4dcfad48596dc0134,Male,30-39,White,2015
59d61ab7b122ddb6103c23a7838ceb5a,Male,40+,Others,2015
b18eac166f420daa5e1b9fd799ef5fb4,Female,18-29,Others,2012
2a8e3472d180e8c2cc4861dc64214830,Female,40+,Others,2013
6d4db7d39ea252518652da10f157505c,Male,30-39,Others,2012
8f25fb1a5e8fb835509918904173c918,Female,30-39,White,2013
2582923601d6b3307f0e3d10f3f34c31,Female,40+,Others,2015
4c456b0d86f0a1e34e01ef69b9789f50,Female,40+,White,2015
f2f71ded97cb63cc299f259295dcd4ec,Male,30-39,Others,2015
6c62e915e4677131ba948b80d0466887,Male,40+,White,2014
7930ac135d829668931a0fb513f607da,Male,30-39,Others,2013
f775380936514f72ca097a04de00968e,Male,40+,White,2015
f43d66e5e0c2e776701896c33b732266,Male,40+,White,2013
16dd905c76d9eda638b893f661dac40e,Male,30-39,Black,2015
a9ca516636efced9a73c51410d174121,Male,40+,Others,2013
d7f5977afdb7c91beb52c097dd7c0b70,Male,40+,White,2015
6856b57d1a901b039daf35094e9a70c6,Female,18-29,White,2014
b366a7a708efbf481cfc29582aeaf7ed,Male,30-39,Others,2012
8a9a3e267edc3e160a92014fee928be9,Male,40+,White,2014
af1bf7be29de8359e3908ed0a5bbcd63,Male,30-39,White,2014
0d055408c159750e153b392e78b4f371,Male,18-29,Others,2011
120ee4aa6d9716b929cbb21172392713,Male,30-39,Others,2014
126e124e64cac3ba83cba81acad538d2,Female,30-39,White,2013
1db645f8682c752a2c4095dce55d9c09,Male,30-39,White,2013
ef1f971a3d385e5d6299d3c99d6075aa,Female,40+,White,2014
12d5aac7146702fa38a9910198f49d41,Male,30-39,White,2013
39eb3532d720426fa2f518d93ca946ab,Male,30-39,White,2013
8db73fe28d50473178f738499a88bd11,Male,30-39,White,2015
2ec4b27f37a5b262174afd7c9b2ca6e9,Female,18-29,White,2013
fdd24358ff544f14d7f1a9f1805cfcc9,Male,30-39,White,2015
4c9adcae268996a6aea46bc57f7556ed,Female,40+,White,2015
2dca23dd953162eebf6a7c8935f51a15,Female,30-39,White,2014
98ae052aab440002f432944f743b8d57,Female,18-29,Asian,2013
fe40c54c7e7f708a28304ff132eda250,Female,18-29,Asian,2015
3ba01ff0a671c9e0c189d665f53c260c,Female,18-29,White,2012
52c2c5262e3649323796e070c21013a8,Male,30-39,Others,2014
12e86ac50dc70c307f9c6e0037cea606,Male,30-39,White,2015
78f278affe11beec111859d10bb1f65c,Male,40+,Asian,2015
626b184d6616857254aa2abcfea18ff9,Female,18-29,Black,2015
499c6de3f74dd0b738d11e9f352bf786,Female,30-39,White,2015
b2d02b9df23071fd1c57a9b81ea6ebba,Female,30-39,White,2013
978b7fc9698d700d7fb8d40550655c71,Female,40+,White,2015
695c30b02d25bb6a7fcbc7d4ecae1d25,Male,40+,White,2015
7140b2693917240d264c1bcbfe9208eb,Female,30-39,White,2012
3c53cfe82971412165200604f11b51f7,Female,30-39,White,2015
fdaec927ab02010b85d65b89e3c042c4,Male,18-29,White,2013
bfdc469f42ab48dfd15ece0efcabdb8e,Female,18-29,White,2012
8752847f570b446942c9d51f6e7c5f29,Male,30-39,Others,2014
6427392c591806b4e7258301c0aa7ac7,Female,30-39,Others,2015
51f33ce4605d9e0fe53baace49a1b1cf,Male,30-39,White,2015
5b67cd386a3b55bc4f967ec54e947bbf,Female,18-29,White,2013
42dd55cd46315a33403a2ae69f58dda6,Female,40+,Others,2013
61f40ae19eba4e5c532ca62cc0c6418e,Female,18-29,Others,2015
14c573c06ba81bcde648f337c567e909,Male,30-39,White,2015
e19181a30fff527adb4e65a83421dc30,Female,30-39,Black,2015
193364c7a5714ae936dd50fd05b61154,Male,18-29,White,2015
bb15def7c23e178f24eb91e338b4f049,Female,30-39,White,2015
b1dc9a285e040152684205c5acb7f467,Female,40+,White,2014
e84da31de2f4635bd337e0ed947a7505,Female,30-39,White,2015
4aa4ad9bbd1b56c95265e95f11c536cf,Female,40+,Others,2013
614baadbb6c01d4baf86f9fe2c06b395,Male,30-39,White,2015
302dec59c9fdcf1bfa538a363ae6f227,Female,30-39,White,2013
456e91eee627d8cee30e001d8d19cdba,Female,30-39,White,2011
44f4f2bd355908d2f2402df92f12056c,Male,30-39,White,2015
8b51e5ebf47043d78a20a675eb153ce4,Female,30-39,White,2013
e99563ee3552484a826865404c1153de,Female,18-29,White,2014
ab49aa9ed167f4ba7a4da58df3a2f068,Male,30-39,White,2014
ca3ff47cde7fc3a1a1a5c8efc516677c,Male,30-39,White,2012
49e24abe218a39df56571edea3a46e9b,Female,18-29,Others,2014
fc52dc554fbe807a8eff3f64214cf99c,Male,18-29,Asian,2014
0b47324a45726ecf8ca6a75028c5b307,Female,30-39,Others,2011
66031dc9508b1320add92225615e7a5f,Male,40+,White,2012
73d331f57dd06e9da9e92abd820e3df4,Female,40+,Others,2015
2b0f2760fb8e99564be7017f5483a498,Female,18-29,Others,2015
acd3924234507654a78eebf66adac347,Male,30-39,White,2015
89ba3235c019fca31662dfe9acae2a26,Male,40+,White,2015
4a2514328b3407dc5ace791ff170e819,Male,30-39,White,2013
5f2936a59e4d5f74bb0225f8885f8cd9,Female,40+,White,2012
cceb03e22626de53d0a5e02f28ac507c,Male,30-39,Others,2013
5719a112217cfd41dc4c1e61d5576894,Female,40+,White,2015
d4108908a02b1226f95cedcbd4d9ec01,Female,18-29,White,2013
1b6caec3664557f76915fa903bcb5213,Female,40+,White,2013
bb13338655cc9fba131cc4e592879018,Male,18-29,Others,2013
602b804490c07a5b6852f8bd8ae8a06c,Male,40+,White,2015
055a38847fa7cf4245ca5627572348d1,Female,18-29,Asian,2014
328725482885e5c2837774273a605796,Female,18-29,White,2013
3b19d1fd31d339b2f9a2dc762477b380,Male,30-39,White,2014
ee2f2a5d8da93cf6b1e54cd1c5bf6bfa,Female,40+,White,2015
2fccadbbb2d73f359e6c3851585260d2,Female,30-39,Asian,2015
45a8a214f7feeab93eedc5fe68d496af,Female,30-39,White,2014
280967d8f1f45bab5d3200d5299ea7a3,Female,30-39,White,2014
9cbe99d400db57abe99ba887ba55eaa6,Female,30-39,White,2014
5983510364df32d54f8bcf392619df21,Female,30-39,White,2015
410d7bb91fc61972b6a7cfb8fd0cca57,Female,18-29,Asian,2015
3fb436cf639dd073acef9aa77553c356,Male,30-39,Asian,2015
c80e3bb347df7dd8a3a3c9c9a3b1f506,Male,30-39,Others,2015
8f8b4e83bc0cb243b9dfed0387647176,Female,18-29,White,2015
0f5dac8e82856ccb03ce29bb041b366f,Male,30-39,White,2015
ab9483d12e9e093d2678cd5ec8a372dd,Female,18-29,Asian,2015
a168295beda46ed199e1835627968ffd,Male,18-29,White,2015
fa5e9478f746f68eebe5e8628715f140,Male,40+,White,2014
bbf3ebfa227d7bf9609d1111fbe7b9d9,Male,30-39,White,2015
9810d5ed6e06a262f9bd83be4b9f4e87,Female,18-29,Others,2013
576500b6d219486a232ca614991c69b1,Female,18-29,White,2012
18340724392f01475fb7754546084f83,Female,18-29,White,2015
59acaddd7d8fa35c4e47e380e40d57c9,Female,30-39,Black,2013
2b9ae83c4c4dec70b72df9e5c5463e63,Male,30-39,White,2012
8c190291d0bbdadbea5d05835be323bc,Female,30-39,White,2015
9b91e1242ceb3eab16f6402b9fe1d42a,Male,40+,White,2014
0fbc47defa54ad22946707aad02adcdf,Female,18-29,Asian,2011
975d0e56bf5956aa7d4eb1c028a9036e,Male,18-29,Others,2013
35d287b81227c3bacd34f0c96ed27861,Female,18-29,Others,2015
bbbf8bf72da636f35b06e402b217601e,Female,30-39,White,2015
4361313856190944d1c0e2ba75753ddf,Male,30-39,White,2015
1b83d1f297fecd1f1f99394888703612,Female,30-39,White,2013
f6fb77f44f56a7aef55c494d95f63d2f,Female,30-39,White,2015
c1a77a0784e19911b2f142a07b8d2b2f,Female,30-39,Others,2015
e9a99623110d20dcb06dd9f1fc3bf867,Male,30-39,White,2015
6ecaae20553519291e01da7273e53a55,Male,30-39,White,2013
a3850e7f583ba970fe722b75592aaa9c,Female,30-39,White,2014
8fe322a24b1f9817ba855dc456880f17,Female,18-29,White,2015
5dd38f47a8c0771da9817fb3a1c879fb,Female,18-29,Others,2013
5b191e4ea72f08888b49b898aaafc09a,Female,40+,Others,2013
8f8903e6b2e88a578b200b4ba6eec68d,Female,40+,White,2013
14f3322cd9c599fd3046b0408c1450c3,Female,18-29,White,2015
da9ed9d3f30dbeff78808dd19b46626c,Male,30-39,Others,2012
a1f911ff3c9b3dd2887db67776360453,Male,40+,White,2010
15c8ef68d667b7ed1cadcb2adae3b2f6,Female,18-29,White,2015
6f26c73c16c28647f6e5edbdf7b47c97,Male,40+,White,2013
67c80ea262f548cbf84ea748139fc3f4,Female,18-29,White,2010
c2a22378567964e5f854b134689d8be4,Male,18-29,Others,2012
92fb804204c0d2ed13c321342b5f122b,Female,30-39,White,2014
abbe77068f8684881e12a06e4944bf7d,Female,40+,White,2015
7eb4af9dc76cf7bf1b2f4633c2a887af,Female,30-39,White,2015
1e38dde8e45ca19b3f8e9c21d2b93227,Male,30-39,Others,2014
8ee2451cc2809b1d75ee515adf754a7f,Female,40+,White,2015
92fe8617afa405517d47c7059a22f7f7,Male,30-39,White,2013
71c40805688a120d6caf5eba2348f272,Female,40+,White,2014
7ed1f7de78ab479f83a9a9bd40392722,Female,40+,White,2015
ecdcc1977d942f97f36039a0e672c835,Female,40+,White,2012
40efc25ccb3c425138d7e93776bef7ac,Male,30-39,Others,2011
ca7fa0f667c3c44034a40de726e77973,Female,18-29,White,2015
dacf201e16236a65b67f55a2a9a0b52c,Female,30-39,Others,2015
bc6cf5c3e3fcd302972a80084f93ef9a,Female,18-29,White,2013
b0a4661d016719914975773802727ddc,Female,30-39,White,2011
76a23709361dbee57ed71cf4e10345fb,Male,18-29,White,2013
94103b08922a525105b657740e91b84a,Female,30-39,White,2015
a8cd70ac4acbc5b756bc66542124055c,Female,30-39,White,2015
f8f3b0b03384ffe44102be2e15540b6c,Male,18-29,White,2015
db8c1ddc72de07d48b37490b5c42ecc9,Male,18-29,Others,2014
9801f99b2835a95eb4afd20b9f6606c0,Female,40+,Others,2015
ca9ab2d2d53c0f934de4eb63a44607c9,Female,30-39,White,2015
48ad203e22efa4e738b06c96998ebfab,Male,30-39,Others,2012
87b20218277cd8c4a35354fbcb213471,Male,30-39,White,2014
afcaca729c6b474ba4cf2eff29e75909,Male,40+,White,2015
26941a11a50a7703c19d81854c61618e,Female,40+,White,2015
8942c361c6066f251eaa38c9d3c64a70,Male,30-39,White,2012
be159e0ed7ccbab220c3f579b00d67b0,Female,40+,White,2015
bca9383a9791493834e15981b1a4650f,Male,30-39,White,2015
fe0c150c87031227d69f37287333befb,Male,30-39,Others,2015
aaa82ca3c9256e06f5781766c5119fac,Male,18-29,White,2013
2c3f6ab15141e656a19ecc2eb36b1e65,Female,30-39,White,2015
363317ab0a861344ee85c363f7b36de0,Female,40+,White,2015
f5dd9e3eb4d6d69ad00b65d382b4432a,Male,30-39,Others,2015
36abb5443a24b2b246f393820290f637,Male,30-39,White,2015
b2d3a848cd5dcef99a8364558c6fc2af,Female,40+,White,2014
008dbebc0e3433275aecd53c4723f6be,Female,30-39,White,2014
befd76fb89ddb0e4d85de29c44f215e9,Female,18-29,White,2015
7638f44420e5fceb4c97b77c7e63cba5,Male,40+,White,2015
29cc7e9092c18401e9fcbb473f11d393,Male,40+,White,2013
9e23e806808c9cd11bde9ec13c5daceb,Male,30-39,White,2013
a06a3cba192288263da616eec037054d,Female,18-29,White,2015
386d079e70c25eead1e5733083132038,Male,30-39,Others,2014
60484b0b746ecf44a22a0ffb9676fa59,Female,30-39,White,2015
28c7f1594d64ae658d36394a75f845a8,Female,18-29,Asian,2012
7086c456ecd43e081f03f58daf39d3af,Female,30-39,Others,2015
cce2b5926454d1426bf9efa6e1d3e5ec,Male,30-39,Others,2013
08e4c6277ba30f0a797756d0a112c581,Female,18-29,Others,2015
deada4c593228cc3944e65ca960e171d,Female,30-39,White,2015
12a05c5adbf2cf10d74e3527ec81aa87,Female,40+,White,2015
f4ec0e5b44e20eebd94669a521948434,Male,40+,White,2015
551916d76a8350beb36d837fd29be997,Female,30-39,Others,2015
110eb00092acf25ccc586d4c0eda9bb3,Female,40+,Black,2015
4c5fbe2435775a6b546e6c101746e0f8,Female,18-29,White,2015
8e0502238882e45e2e8a25cb296b43ae,Male,30-39,White,2011
e07e1818981b3833ce108bd347b97719,Female,30-39,White,2012
8d23265831987879390229b93aa3f342,Female,30-39,Others,2015
e8f37772bf97e0fc9350ca9d7039cc80,Female,30-39,White,2015
53439e2297b49aaf1ef9975858cf6735,Male,18-29,White,2015
8aa659964b3c456ee42741771652193c,Female,40+,White,2015
59c6147ab15886c74b1ed5f1169cd4da,Female,18-29,Asian,2015
99f4786a6948735e95bff7e6aeb7f4de,Male,40+,White,2015
752922b2322092c5634fb059f56e8797,Female,18-29,Black,2015
f7d79e5bfe3ff12827b1fd40ea3b71f9,Female,18-29,Asian,2015
ac2c9baf87dec9c2f93051775fefad8c,Male,30-39,White,2012
1fbc84c1d79d5b7f308881aaa1c1671a,Female,40+,White,2014
16cffc48941d2906b3d9dc7ba0cf918d,Female,40+,White,2014
13ed5194cd5dd8242ec21de617aa7128,Female,30-39,White,2013
5fdc665cf000c396bcacf186bb1dc28c,Male,40+,White,2012
1369fceb6929303fddc7e6657f8681e7,Female,40+,White,2015
6164abd8f17deb2ecaed4afca733806c,Male,30-39,White,2012
1a521ec7f64a48d5bdfec461d964fa36,Male,40+,White,2015
e7ab56d5a631b444ede4ca906e81baac,Male,18-29,Asian,2014
bf22580988b61ecd48f2e31592a9687a,Male,18-29,White,2012
6ea1f2e240cd726f591f893eb41a49e1,Female,18-29,Others,2015
52ea1f931c3e56c7884593236d8dae55,Male,30-39,Asian,2015
9dc3666a35781df3aa815a6701034b62,Female,40+,Others,2012
9a9c62e9b280aa420ca7fe4215fc4b19,Female,18-29,White,2015
bffc81a47914635330ec317ea577f505,Female,40+,White,2014
144b49a5f51043cc3e346aa94c3c8c59,Male,18-29,White,2015
0291158799fdabb5c9b4d85ad388533a,Male,30-39,White,2012
33d47058d785c9bb9624e637f1d0f7ec,Female,30-39,White,2015
68f5659d20844be203b11cabb242e26b,Female,40+,White,2015
d1d2c8cb9fdd3901ee31b8c9bf3752e8,Female,18-29,White,2015
aaf3782d441b5b1c379799ff943022ed,Male,30-39,White,2013
9c22218440e37c1891a8b72d093d5d2f,Female,40+,White,2015
f05c2935aa221f798f9cf536fb23cf14,Male,40+,White,2011
e51da693e9dda139307f2a22a8aaa9c7,Female,18-29,White,2015
33e124eb934fddc5d39d28274a9cef93,Female,40+,White,2012
2fb4f1ce008819fc25cdf0d8226d03d0,Male,30-39,White,2014
98666f27f73dea2311c0389100e873e0,Female,30-39,Asian,2012
60156047bf76092fe2799353aced4881,Female,18-29,White,2015
839d316dd49f98723770e1a73110eab7,Female,30-39,White,2013
5369e6c3eb62c5e73e57e64004b85934,Male,30-39,White,2015
31a51863cff5c52e3ca3cbde37eab6a4,Female,30-39,White,2013
46822c7823f34cf311a67446b9a4d771,Male,30-39,White,2015
b0a25333b432c682a26673c99e9c981b,Female,30-39,Others,2013
57b93b484d6a03649f6ae079a381d901,Female,18-29,White,2015
450dd6413fe67ed97ff91ab62908738b,Female,30-39,Others,2012
e88814647512fbe75e7ced1a6e7b9b36,Female,18-29,Asian,2015
8947cdbe1a93e8197824417792250251,Female,30-39,White,2015
087b9c0a3c4ef30aeb5db2ce268cba8d,Female,30-39,Others,2014
5ee4b5c50633bdb916119a50ec60a24c,Male,18-29,White,2012
1ed6697fda9c2232a0167a969bd90bd3,Female,30-39,White,2015
9868f0300a7c62d579ece9607b4aa4a4,Female,30-39,Black,2015
7cfe35bd219b36a5564c3e58bba548fe,Male,40+,Others,2013
0b9c6c4361508f27f8aee0dac2e3f5e5,Female,40+,White,2011
79d59ec59e2efed2cda38d2cf397ded3,Male,40+,Black,2014
d530ac890a097a34392b98ef4f7facd4,Male,40+,Others,2013
591aa105a440f20102121a8b1d400b65,Female,30-39,White,2015
aa23ad4d3aabf4e715ebc6fd0d160a8c,Female,30-39,White,2014
0aca5ce112e9bf2b4a2a4bb2589ee213,Male,30-39,Others,2015
c6cd117836b94781eae650997b044c0d,Female,30-39,Others,2015
117522c3c0aa6c84b6f06fe2a6cb31bf,Female,18-29,Asian,2014
4d1e41a9082e7eb57a40fbb1f0758b53,Female,30-39,Others,2013
5abb26188f379ce08482a75fcf4a90b4,Female,30-39,White,2014
9d0676da8874327f6c2c6b4df3465fb7,Male,18-29,White,2013
aaa85eedea424115d2ada82072626e7e,Male,30-39,Others,2015
a65c35fece0a0fe405777e030f2d2691,Female,30-39,White,2012
129d7b173d5f5e685607a0bf15d68c20,Female,40+,Black,2013
49d025849785aa707d27de7380aafb4e,Female,18-29,White,2010
ec5d1f873c6a53952439945c84ac6d69,Female,30-39,White,2012
af9f05f8fd31bb7b78f163dc97e993cd,Female,40+,White,2015
c96c5db289ebe1f1ba57ddd4581d80a8,Female,18-29,White,2015
91bdd6ccc93d0b0f639215ff27292e20,Male,30-39,White,2015
8446ee83243a1d5aa7843772fbc08402,Male,30-39,White,2015
280b677198c5f49a5065a634156ea391,Male,30-39,Others,2013
15dedbb50c6657fc668ad7332e423588,Female,40+,White,2015
1d2d8ff83f19b253d1ab15e4f86cca70,Male,40+,Others,2014
e71450b4b7c04375d167158e74eb3092,Female,40+,Others,2015
6f6e6ec7c24c03a929af3968725315b5,Male,30-39,Black,2015
43b9d2916896bb81b2135af83e9b7ecd,Male,30-39,White,2012
350914c85ed394716f367d9bd1d24646,Female,40+,White,2015
977efc31a4c5dc0cf286dcb00087f214,Female,30-39,White,2015
09cdf174cc695668e8c439503bcf9feb,Male,40+,White,2012
80a76b50b77fba18524a8d653402e822,Female,40+,White,2015
2e6fadacbc9fa138419b86a96dd75c5a,Female,40+,White,2015
60fcac7bbda6238fab23f17be6a41ef1,Male,40+,White,2013
e24f6ca3ea0df3f702d1cf9566e23e8f,Female,18-29,White,2015
4ed02b116c59017942a52a83640e40fe,Female,18-29,Asian,2013
a73a7fce8fb33fe3cdc8aded47673d4c,Male,30-39,Others,2015
96fcfcf5b8ef3fc26fb4658280d18f6a,Female,18-29,Asian,2015
